NOMBRE;AFORO;CERCANIAS;AUTOBUSES;METRO;ACCESIBILIDAD;CONTENT-URL;VIA;LOCALIDAD;CODIGO-POSTAL;BARRIO;DISTRITO;LATITUD;LONGITUD;TELEFONO;EMAIL;TIPO
"Centro Intergeneracional Ouka Leele.
Centro Juvenil-planta 2";Informacion no disponible;Informacion no disponible;148, 156, 62 T32 N13;3 y 6;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9721133100fbf810VgnVCM1000001d4a900aRCRD;Calle Bronce;Madrid;28045;Legazpi;Arganzuela;40.389367699255175;-3.6884383126394686;Teléfonos: 913809582 / 660338938 (también WhatsApp);actividades@cjoukaleele.com; Oficinas Informacion Juvenil
Centro Intergeneracional Río Esmeralda;Informacion no disponible;Informacion no disponible;Informacion no disponible;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e73c49677eab0910VgnVCM1000001d4a900aRCRD;Calle Lago Maracaibo;Madrid;28018;Portazgo;Puente De Vallecas;40.383202672832304;-3.6520212485606334;657 948 066;centro.rioesmeralda@gmail.com; Centros Culturales
Centro Juvenil Carabanchel Alto;Informacion no disponible;Informacion no disponible;35 y 47;11;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2565d2d6fe9a6110VgnVCM1000000b205a0aRCRD;Calle Alfonso Fernandez;Madrid;28044;Buenavista;Carabanchel;40.366822704148795;-3.755451103709316;91 4006417 Móvil/WhatsApp: 636 04 55 86;cjcarabanchel@centrosjuvenilesmadrid.com; Oficinas Informacion Juvenil
Centro Juvenil El Aleph (Villa de Vallecas);Informacion no disponible;: Santa Eugenia;Informacion no disponible;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84869475d381c010VgnVCM1000000b205a0aRCRD;Calle Zazuar;Madrid;28031;Santa Eugenia;Villa De Vallecas;40.38257934400676;-3.6054546139177392;91 3312725 Móvil/WhatsApp: 683 51 65 65;cjelaleph@centrosjuvenilesmadrid.com; Oficinas Informacion Juvenil
Centro Juvenil El Pardo;Informacion no disponible;Informacion no disponible;Informacion no disponible;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=617ef50ad2a30110VgnVCM1000000b205a0aRCRD;Avenida Padre Cipriano;Madrid;28048;El Pardo;Fuencarral-el Pardo;40.51964199418355;-3.778542672958104;913 760 652 Móvil/WhatsApp: 653 39 89 57;cjelpardo@centrosjuvenilesmadrid.com; Oficinas Informacion Juvenil
Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas);Informacion no disponible;: Vallecas;54, 58, 103, 142, 143, N9  Renfe: Vallecas;1;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9bd738d60b41c010VgnVCM2000000c205a0aRCRD;Calle Real De Arganda;Madrid;28031;Santa Eugenia;Villa De Vallecas;40.37953682427198;-3.616901585603186;91 3320198 Móvil/WhatsApp: 606 00 04 09;cjelsitiodemirecreo@centrosjuvenilesmadrid.com; Oficinas Informacion Juvenil
Centro Juvenil Hontalbilla (Fuencarral - El Pardo);Informacion no disponible;: Madrid-Ramón y Cajal;66, 124 y 137, 154, N24 Renfe: Madrid-Ramón y Cajal;10;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afc93331c9ee2210VgnVCM2000000c205a0aRCRD;Calle Hontalbilla;Madrid;28034;Valverde;Fuencarral-el Pardo;40.49231828430878;-3.6906342081203283;917 364 378 Móvil/WhatsApp: 606 00 38 52;cjhontalbilla@centrosjuvenilesmadrid.com; Oficinas Informacion Juvenil
Centro Juvenil Pipo Velasco (Usera);Informacion no disponible;Informacion no disponible;6, 60, 78, 81;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0d2795e39a36810VgnVCM2000001f4a900aRCRD;Calle Avena;Madrid;28026;Zofio;Usera;40.37738097077752;-3.715659887802671;609619978;actividadespipo@gmail.com; Oficinas Informacion Juvenil
Centro Juvenil Tetuán Punto Joven;Informacion no disponible;: Nuevos Ministerios;5, 45, 66, 127, 128, 14 , C1, C2 Cercanías: Nuevos Ministerios;1, 2 y 6;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f9e41aee5a2a110VgnVCM1000000b205a0aRCRD;Calle Dulcinea;Madrid;28020;Cuatro Caminos;Tetuan;40.447199849232135;-3.6998771920981004;915 347 744 Móvil/WhatsApp: 606 00 37 79;cjtetuan@centrosjuvenilesmadrid.com; Oficinas Informacion Juvenil
Centro Sefarad - Israel;Informacion no disponible;Renfe: Sol (líneas C3, C3a, C4 y Regional).;Informacion no disponible;1, 2, 3;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d50215a57131110VgnVCM2000000c205a0aRCRD;Calle Mayor;Madrid;28013;Palacio;Centro;40.41532290628835;-3.711227065575005;913 911 002;centro@sefarad-israel.es; Consorcios
Centro Social Comunitario Josefa Amar;Informacion no disponible;Informacion no disponible;Informacion no disponible;9;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=edda0bb16aba6310VgnVCM1000000b205a0aRCRD;Calle Matilde Landa;Madrid;28029;Almenara;Tetuan;40.4731994125293;-3.6940812660649414;917 330 258;participaciontetuan@madrid.es; Centros Sociales Comunitarios
Centro Social Polivalente de Vicálvaro;Informacion no disponible;Informacion no disponible;Informacion no disponible;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59c6ca957d152110VgnVCM1000000b205a0aRCRD;Avenida Real;Madrid;28032;Casco H.Vicalvaro;Vicalvaro;40.40249219663602;-3.6070177881676537;917 602 468 (centralita);Informacion no disponible; Centros Culturales
Centro Sociocultural  Siena (Ciudad Lineal);Informacion no disponible;Informacion no disponible;Informacion no disponible;5;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1114c2c6e051c010VgnVCM2000000c205a0aRCRD;Calle Siena;Madrid;28027;Quintana;Ciudad Lineal;40.433168908505294;-3.651871341017642;914 039 011;cscsiena@madrid.es; Centros Culturales
Centro Sociocultural Alberto Sánchez (Puente de Vallecas);80;Informacion no disponible;Informacion no disponible;1;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD;Calle Risco De Peloche;Madrid;28038;Numancia;Puente De Vallecas;40.393619022093546;-3.6556016835101834;917 570 320;cscalbertosanchez@madrid.es; Centros Culturales
Centro Sociocultural Alfonso XII (Fuencarral - El Pardo);Informacion no disponible;Informacion no disponible;Informacion no disponible;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7d168540e41c010VgnVCM2000000c205a0aRCRD;Calle Mira El Rio;Madrid;28048;El Pardo;Fuencarral-el Pardo;40.519673311658686;-3.7779055687726535;913 762 060;ccelpardo@madrid.es; Centros Culturales
Centro Sociocultural Almirante Churruca (Latina);120;RENFE:  Línea C 5. Estación: Las Águilas.;:   17 y 34.  Cercanías   RENFE:  Línea C 5. Estación: Las Águilas.;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76c43d0b5e71c010VgnVCM1000000b205a0aRCRD;Calle Fuente Del Tiro;Madrid;28024;Las Aguilas;Latina;40.3829835905706;-3.7800890564106613;915 090 581 / 917 053 794;ccchurruca@madrid.es; Centros Culturales
Centro Sociocultural Aula de Aire Libre (Puente de Vallecas);Informacion no disponible;Informacion no disponible;Informacion no disponible;1;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=314e1e79ee71c010VgnVCM1000000b205a0aRCRD;Calle Sierra Carbonera;Madrid;28053;San Diego;Puente De Vallecas;40.39010138870244;-3.6653235716960015;917 570 189 / 915 887 325 / 915 887 307;aalibrepvallecas@madrid.es; Centros Culturales
Centro Sociocultural Blasco Ibáñez (Carabanchel);Informacion no disponible;Informacion no disponible;Informacion no disponible;Informacion no disponible;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb453d0b5e71c010VgnVCM1000000b205a0aRCRD;Calle Soldado Jose Maria Rey;Madrid;28019;San Isidro;Carabanchel;40.39496102590205;-3.7327634025142253;914 280 555;ccblascoibanez@madrid.es; Centros Culturales
Centro Sociocultural Bohemios (Villaverde);158;Informacion no disponible;Informacion no disponible;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42753d0b5e71c010VgnVCM1000000b205a0aRCRD;Calle Los Bohemios;Madrid;28041;Los Angeles;Villaverde;40.35639654251886;-3.6940501846610894;917 109 260;ccbohemios@madrid.es; Centros Culturales
Centro Sociocultural Ciudad Lineal;Informacion no disponible;Informacion no disponible;Informacion no disponible;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=16f81e79ee71c010VgnVCM1000000b205a0aRCRD;Calle Poeta Blas De Otero;Madrid;28017;Ventas;Ciudad Lineal;40.42285715768873;-3.651680076113881;917 817 494;cscciudadlineal@madrid.es; Centros Culturales
Centro Sociocultural Clara Campoamor (Retiro);Informacion no disponible;Informacion no disponible;Informacion no disponible;1 y 6;1,4,5;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c057ab5c83db510VgnVCM2000001f4a900aRCRD;Centro Cultural Daoiz Y Velarde;Madrid;Informacion no disponible;Informacion no disponible;Distrito;40.401997713964725;-3.677655206290768;915 886 348;culturetiro@madrid.es; Centros Culturales
Centro Sociocultural Cánovas del Castillo (Usera);Informacion no disponible;Informacion no disponible;Informacion no disponible;3;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1087cbf06c81c010VgnVCM1000000b205a0aRCRD;Calle Julio Aguirre;Madrid;28026;Almendrales;Usera;40.38627312379031;-3.700074755609488;915 005 489;canovascastillocs@madrid.es; Centros Culturales
Centro Sociocultural Eduardo Chillida (Moratalaz);Informacion no disponible;Informacion no disponible;Informacion no disponible;9;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01963d0b5e71c010VgnVCM1000000b205a0aRCRD;Calle Arroyo Belincoso;Madrid;28030;Media Legua;Moratalaz;40.40934483353835;-3.653036718771371;913 339 141;ccechillida@madrid.es; Centros Culturales
Centro Sociocultural El Greco (Latina);100;Informacion no disponible;de la   EMT:   33, 36, 39 y 65.;10, estación Batán.  Autobuses de la   EMT:  Líneas: 33, 36, 39 y 65.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cae2b3e42751c010VgnVCM2000000c205a0aRCRD;Calle El Greco;Madrid;28011;Lucero;Latina;40.407316328180464;-3.747465416906973;914 793 261 / 914 793 150;ccgreco@madrid.es; Centros Culturales
Centro Sociocultural Francisco Fatou (Villa de Vallecas);94;Informacion no disponible;Informacion no disponible;1;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD;Calle Manuel Velez;Madrid;28031;Casco H.Vallecas;Villa De Vallecas;40.37959032098656;-3.62310875744905;913 806 620;ccfranciscofatou@madrid.es; Centros Culturales
Centro Sociocultural García Lorca (Carabanchel);80;Informacion no disponible;Informacion no disponible;11;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6773d0b5e71c010VgnVCM1000000b205a0aRCRD;Calle Eugenia De Montijo;Madrid;28044;Buenavista;Carabanchel;40.374208184505;-3.7510283910283873;915 110 370;ccgarcialorca@madrid.es; Centros Culturales
Centro Sociocultural José de Espronceda (Tetuán);96;Informacion no disponible;Informacion no disponible;1, 2, 6;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD;Calle Almansa;Madrid;28039;Bellas Vistas;Tetuan;40.44864332758775;-3.704513191828797;915 536 160 / 915 536 480;cscjespronceda@madrid.es; Centros Culturales
Centro Sociocultural Juvenil de Moratalaz;Informacion no disponible;Informacion no disponible;Informacion no disponible;9;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf388899fc81c010VgnVCM1000000b205a0aRCRD;Calle Fuente Carrantona;Madrid;28030;Pavones;Moratalaz;40.39928542551079;-3.636600379403484;915 880 459;ccjmoratalaz@madrid.es; Centros Culturales
Centro Sociocultural Juvenil de Usera;Informacion no disponible;Informacion no disponible;Informacion no disponible;6;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=876e1e79ee71c010VgnVCM1000000b205a0aRCRD;Calle Cuesta;Madrid;28026;Moscardo;Usera;40.38986587050054;-3.707459143903564;913 920 541;cjusera@madrid.es; Centros Culturales
Centro Sociocultural Las Tablas (Fuencarral - El Pardo);Informacion no disponible;Informacion no disponible;172, 175 y 176;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f766b6f6751c2710VgnVCM1000001d4a900aRCRD;Avenida Camino De Santiago;Madrid;28050;Valverde;Fuencarral-el Pardo;40.496178544904275;-3.6742173844664605;915886883;cultufuencarral@madrid.es; Centros Culturales
Centro Sociocultural Latina;Informacion no disponible;RENFE:  Línea C 5. Estación: Maestra Justa Freire-Polideportivo Aluche (antigua estación de Fanjul).;Informacion no disponible;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4ed8899fc81c010VgnVCM1000000b205a0aRCRD;Calle Rodrigo De Arana;Madrid;28044;Las Aguilas;Latina;40.3796366471018;-3.7659492448759053;915 095 470 / 915 095 471;juvenlatina@madrid.es; Centros Culturales
Centro Sociocultural Luis Gonzaga (Chamartín);Informacion no disponible;Informacion no disponible;Informacion no disponible;9;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba8b3d232e91f010VgnVCM1000000b205a0aRCRD;Calle Principe De Vergara;Madrid;28002;Ciudad Jardin;Chamartin;40.444902405213526;-3.6780788363404526;915 886 596 / 915 885 219;juvenlgonzaga@madrid.es; Centros Culturales
Centro Sociocultural Maestro Alonso (Salamanca);150;Informacion no disponible;Informacion no disponible;2, 5;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD;Calle Maestro Alonso;Madrid;28028;Fuente Del Berro;Salamanca;40.4293927571053;-3.664846244443566;917 268 800;ccmaestroalonso@tritoma.es; Centros Culturales
Centro Sociocultural Marconi (Villaverde);Informacion no disponible;Informacion no disponible;Informacion no disponible;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6cb0085f5181c010VgnVCM1000000b205a0aRCRD;Acceso Colonia Marconi;Madrid;28021;Villaverde Alto C.H.;Villaverde;40.3347558542528;-3.7008037217338274;917 100 232;ccmarconi@madrid.es; Centros Culturales
Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas);125;Informacion no disponible;Informacion no disponible;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24be1e79ee71c010VgnVCM1000000b205a0aRCRD;Calle Aliaga;Madrid;28022;Canillejas;San Blas-canillejas;40.4366557020283;-3.6113517282299217;917 430 078;ccmcervantes@madrid.es; Centros Culturales
Centro Sociocultural Montecarmelo (Fuencarral - El Pardo);Informacion no disponible;Informacion no disponible;Informacion no disponible;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30f2b51ae6295210VgnVCM2000000c205a0aRCRD;Carretera M-607 Km 13 L-10;Madrid;28049;El Goloso;Fuencarral-el Pardo;40.515712291624084;-3.6860532895354448;917 364 151;ccmontecarmelo@madrid.es; Centros Culturales
Centro Sociocultural Oporto (Carabanchel);106;Informacion no disponible;Informacion no disponible;5, 6;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=357a1e79ee71c010VgnVCM1000000b205a0aRCRD;Avenida Oporto;Madrid;28019;Opañel;Carabanchel;40.38682740756541;-3.7277493066262406;914 603 801;ccoporto@madrid.es; Centros Culturales
Centro Sociocultural Rafael de León (Fuencarral - El Pardo);Informacion no disponible;Informacion no disponible;49 , 64 , 67 , 83 , 133;7;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e0b1e79ee71c010VgnVCM1000000b205a0aRCRD;Calle Isla De Ons;Madrid;28035;Peña Grande;Fuencarral-el Pardo;40.48025613358832;-3.7214686777952974;917 310 350;ccrleon@madrid.es; Centros Culturales
Centro Sociocultural Rosario de Acuña (Latina);90;Informacion no disponible;:   119,138 y 158.;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2bae598d1351c010VgnVCM1000000b205a0aRCRD;Calle Maria Del Carmen;Madrid;28011;Puerta Del Angel;Latina;40.40647389284976;-3.7327010920242043;914 649 304;ccrosarioacuna@madrid.es; Centros Culturales
Centro Sociocultural San Cristóbal de los Ángeles (Villaverde);76;Renfe: San Cristóbal (C3).;Informacion no disponible;3;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f4a79262ef5d010VgnVCM1000000b205a0aRCRD;Plaza Pinazo;Madrid;28021;San Cristobal;Villaverde;40.34268360439146;-3.6914402549812873;917 100 692 / 917 100 413;ccscangeles@madrid.es; Centros Culturales
Centro Sociocultural San Fermín (Usera);Informacion no disponible;Informacion no disponible;Informacion no disponible;3;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b5b1e79ee71c010VgnVCM1000000b205a0aRCRD;Calle Estafeta;Madrid;28041;San Fermin;Usera;40.371654294908154;-3.692056897625109;917 920 111;ccsanfermin@madrid.es; Centros Culturales
Centro Sociocultural Santa Petronila (Villaverde);146;Renfe: Villaverde Bajo (línea C3 y C4);Informacion no disponible;3;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03f7cbf06c81c010VgnVCM1000000b205a0aRCRD;Calle Maria Martinez Oviol;Madrid;28021;Los Rosales;Villaverde;40.350886994103284;-3.6914981254409645;917 791 204;ccspetronila@madrid.es; Centros Culturales
Centro Sociocultural Talleres de Creatividad (Puente de Vallecas);Informacion no disponible;Informacion no disponible;Informacion no disponible;1;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7ab1e79ee71c010VgnVCM1000000b205a0aRCRD;Calle Sierra Carbonera;Madrid;28053;San Diego;Puente De Vallecas;40.39010138870244;-3.6653235716960015;917 570 189 / 917 570 240;ctcepvallecas@madrid.es; Centros Culturales
Centro Sociocultural Teresa de Calcuta (Barajas);Informacion no disponible;Informacion no disponible;Informacion no disponible;5;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f50e1e79ee71c010VgnVCM1000000b205a0aRCRD;Plaza Navio;Madrid;28042;Alameda De Osuna;Barajas;40.455320740232835;-3.5876301858469386;913 295 920;ccteresacalcuta@madrid.es; Centros Culturales
Centro Sociocultural Tetuán;96;Informacion no disponible;Informacion no disponible;1;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ecb1e79ee71c010VgnVCM1000000b205a0aRCRD;Calle Bravo Murillo;Madrid;28020;Berruguete;Tetuan;40.45907909580629;-3.7002532146213043;915 790 851;csctetuan@madrid.es; Centros Culturales
Centro Sociocultural Valle Inclán (Fuencarral - El Pardo);Informacion no disponible;Informacion no disponible;Informacion no disponible;Informacion no disponible;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa1c1e79ee71c010VgnVCM1000000b205a0aRCRD;Calle Arzobispo Morcillo;Madrid;28029;La Paz;Fuencarral-el Pardo;40.48106787416528;-3.6933504628706095;913 230 805;ccvalleinclan@madrid.es; Centros Culturales
