Curs acadèmic,Any,Codi Oferta,Nom de l’Oferta,Tipus d’estudi,Sigles Universitat responsable,Via d’accés,Nota de tall,Municipi,Nombre de places
2023-2024,2023,5056,"Disseny, Animació i Art Digital per a Videojocs i Jocs Aplicats ""ENTI""",Grau,UB,Pau/cfgs/FP,7.754,Barcelona,40
2023-2024,2023,5058,"Nutrició Humana i Dietètica ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,5.000,Mataró,60
2023-2024,2023,5059,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Anglès (presencial)",Màster Universitari,UPF,Titulats universitaris,5.000,Barcelona,30
2023-2024,2023,5060,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Biologia - Geologia (presencial)",Màster Universitari,UPF,Titulats universitaris,7.000,Barcelona,30
2023-2024,2023,5061,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Física - Química (presencial)",Màster Universitari,UPF,Titulats universitaris,6.240,Barcelona,30
2023-2024,2023,5062,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Castellana (presencial)",Màster Universitari,UPF,Titulats universitaris,5.000,Barcelona,30
2023-2024,2023,5063,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Catalana (presencial)",Màster Universitari,UPF,Titulats universitaris,5.000,Barcelona,30
2023-2024,2023,5067,"Cinematografia ""ESCAC""",Grau,UB,Pau/cfgs/FP,5.000,Terrassa,90
2023-2024,2023,5069,Història / Història de l'Art (simultaneïtat),Grau,UdG,Pau/cfgs/FP,6.452,Girona,10
2023-2024,2023,5072,Disseny Digital i Tecnologies Creatives,Grau,UdL,Pau/cfgs/FP,9.388,Lleida,40
2023-2024,2023,5073,"Màrqueting i Comunitats Digitals / Turisme i Gestió del Lleure ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,5.000,Mataró,30
2023-2024,2023,5074,Gestió de la Societat Digital,Grau,UVic,Pau/cfgs/FP,5.000,Manresa,40
2023-2024,2023,5076,Enginyeria de Bioprocessos Alimentaris,Grau,URV,Pau/cfgs/FP,5.000,Tarragona,40
2023-2024,2023,5078,"Enginyeria Informàtica, Grau en + Màster Universitari en Enginyeria Informàtica (PARS: Enginyer/a Informàtic/a)",Grau,UdL,Pau/cfgs/FP,5.394,Lleida,10
2023-2024,2023,5080,Gestió de Ciutats Intel·ligents i Sostenibles,Grau,UAB,Pau/cfgs/FP,7.368,Cerdanyola del Vallès,60
2023-2024,2023,5084,"Producció de Música i So per a la Indústria de l'Entreteniment ""ENTI""",Grau,UB,Pau/cfgs/FP,5.000,Barcelona,60
2023-2024,2023,5088,Disseny Digital i Tecnologies Multimèdia,Grau,UPC,Pau/cfgs/FP,7.370,Terrassa,40
2023-2024,2023,5092,Odontologia,Grau,UVic,Pau/cfgs/FP,11.356,Manresa/Vic,60
2023-2024,2023,5094,"Bioinformàtica ""ESCI"" (docència en Anglès)",Grau,UPF,Pau/cfgs/FP,7.056,Barcelona,40
2023-2024,2023,5095,"Enginyeria de l'Energia i Sostenibilitat, Enginyeria en Electrònica Industrial i Automàtica, Enginyeria Mecànica (agrupació) Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial)",Grau,UdL,Pau/cfgs/FP,7.306,Lleida,10
2023-2024,2023,5107,Ciències Ambientals / Geologia (simultaneïtat),Grau,UAB,Pau/cfgs/FP,9.063,Cerdanyola del Vallès,30
2023-2024,2023,5108,"Moda ""ERAM""",Grau,UdG,Pau/cfgs/FP,5.000,Girona/Salt,30
2024-2025,2024,1169,Dret,Grau,UdL,Pau/cfgs/FP,7.766,Lleida,115
2024-2025,2024,1447,Enginyeria de Materials,Grau,UPC,Pau/cfgs/FP,8.140,Barcelona/Sant Adrià de Besòs,40
2024-2025,2024,2667,Enginyeria Electrònica de Telecomunicació / Enginyeria Informàtica (simultaneïtat),Grau,UAB,Pau/cfgs/FP,8.893,Cerdanyola del Vallès,20
2024-2025,2024,4565,Gestió d'Informació i Documentació Digital,Grau,UB,Pau/cfgs/FP,6.760,Barcelona,60
2024-2025,2024,5195,Estudis Globals,Grau,UPF,Pau/cfgs/FP,11.358,Barcelona,40
2024-2025,2024,3263,"Arts Escèniques ""ERAM""",Grau,UdG,Pau/cfgs/FP,5.174,Salt,30
2024-2025,2024,926,Administració i Direcció d'Empreses,Grau,UPF,Pau/cfgs/FP,11.316,Barcelona,170
2024-2025,2024,3569,Enginyeria de Sistemes Aeroespacials / Enginyeria de Sistemes de Telecomunicació - Enginyeria Telemàtica (agrupació de simultaneïtat),Grau,UPC,Pau/cfgs/FP,11.400,Castelldefels,40
2024-2025,2024,1082,"Enginyeria en Organització Industrial ""EU Salesiana de Sarrià""",Grau,UAB,Pau/cfgs/FP,6.160,Barcelona,45
2024-2025,2024,3244,Bioquímica i Biologia Molecular / Biotecnologia (simultaneïtat),Grau,URV,Pau/cfgs/FP,12.417,Tarragona,15
2024-2025,2024,5209,"Empresa, Innovació i Tecnologia ""EUNCET"" (Campus Terrassa) (semipresencial)",Grau,UPC,Pau/cfgs/FP,5.000,Terrassa,35
2024-2025,2024,5095,Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial i Automàtica / Enginyeria Mecànica (agrupació) Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial),Grau,UdL,Pau/cfgs/FP,8.620,Lleida,10
2024-2025,2024,5193,Enginyeria Elèctrica i Sistemes Ferroviaris / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica (Agrupació),Grau,UPC,Pau/cfgs/FP,7.204,Vilanova i la Geltrú,200
2024-2025,2024,5132,Estudis Globals / Global Studies (docència en Anglès),Grau,UVic-UCC,Pau/cfgs/FP,5.000,Vic,40
2024-2025,2024,930,Dret,Grau,UPF,Pau/cfgs/FP,11.103,Barcelona,260
2024-2025,2024,4296,Conservació de la Natura / Enginyeria Forestal (simultaneïtat),Grau,UdL,Pau/cfgs/FP,5.000,Lleida,25
2024-2025,2024,5080,Gestió de Ciutats Intel·ligents i Sostenibles,Grau,UAB,Pau/cfgs/FP,6.798,Cerdanyola del Vallès,60
2024-2025,2024,1134,Estadística,Grau,UB,Pau/cfgs/FP,10.550,Barcelona,50
2024-2025,2024,1394,"Administració d'Empreses i Gestió de la Innovació ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,7.480,Mataró,70
2024-2025,2024,1395,"Infermeria ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,8.680,Mataró,90
2024-2025,2024,951,Treball Social,Grau,URV,Pau/cfgs/FP,6.776,Tarragona,85
2024-2025,2024,3235,Ciències de l'Activitat Física i de l'Esport / Fisioteràpia (simultaneïtat),Grau,UdL,Pau/cfgs/FP,11.122,Lleida,25
2024-2025,2024,5194,"Negoci Digital i Innovació en Turisme / Turisme ""CETT"" (simultaneïtat)",Grau,UB,Pau/cfgs/FP,5.000,Barcelona,10
2024-2025,2024,934,Dret,Grau,UdG,Pau/cfgs/FP,8.820,Girona,155
2024-2025,2024,1076,Filologia Catalana,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,70
2024-2025,2024,5189,"Negocis i Màrqueting Internacionals - Bachelor in International Business and Marketing ""ESCI"" (docència en anglès)",Grau,UPF,Pau/cfgs/FP,9.466,Barcelona,50
2024-2025,2024,1950,Enginyeria Física,Grau,UPC,Pau/cfgs/FP,12.306,Barcelona,44
2024-2025,2024,1174,Ciències Biomèdiques,Grau,UdL,Pau/cfgs/FP,11.767,Lleida,45
2024-2025,2024,4970,"Turisme / Geografia, Territori i Medi Ambient (simultaneïtat)",Grau,UdG,Pau/cfgs/FP,5.000,Girona,10
2024-2025,2024,3438,Infermeria,Grau,UVic-UCC,Pau/cfgs/FP,7.930,Vic,150
2024-2025,2024,4266,Filologia Catalana i Estudis Occitans / Llengües Aplicades i Traducció (simultaneïtat),Grau,UdL,Pau/cfgs/FP,5.000,Lleida,10
2024-2025,2024,4576,Estudis Àrabs i Hebreus,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,40
2024-2025,2024,900,Educació Social,Grau,UVic-UCC,Pau/cfgs/FP,5.000,Vic,45
2024-2025,2024,4069,"Turisme / Màrqueting ""Mediterrani"" (simultaneïtat)",Grau,UdG,Pau/cfgs/FP,5.000,Barcelona,25
2024-2025,2024,1557,Comptabilitat i Finances,Grau,UAB,Pau/cfgs/FP,8.612,Sabadell,150
2024-2025,2024,1100,Infermeria EUIT de Terrassa,Grau,UAB,Pau/cfgs/FP,8.232,Terrassa,165
2024-2025,2024,1126,Filologia Clàssica,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,60
2024-2025,2024,886,Comunicació Audiovisual,Grau,URV,Pau/cfgs/FP,9.232,Tarragona,45
2024-2025,2024,1084,Geologia,Grau,UAB,Pau/cfgs/FP,6.553,Cerdanyola del Vallès,40
2024-2025,2024,2700,Direcció Hotelera,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,90
2024-2025,2024,1178,Relacions Laborals i Recursos Humans,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,30
2024-2025,2024,924,Relacions Laborals,Grau,UPF,Pau/cfgs/FP,7.526,Barcelona,180
2024-2025,2024,3208,Enologia,Grau,URV,Pau/cfgs/FP,5.000,Tarragona,35
2024-2025,2024,5201,"Grau Obert, Programa de (agrupació)",Grau,UPF,Pau/cfgs/FP,10.686,Barcelona,30
2024-2025,2024,4412,Enginyeria de Dades,Grau,UAB,Pau/cfgs/FP,9.882,Cerdanyola del Vallès,60
2024-2025,2024,5078,"Enginyeria Informàtica, Grau en + Màster Universitari en Enginyeria Informàtica (PARS: Enginyer/a Informàtic/a)",Grau,UdL,Pau/cfgs/FP,7.755,Lleida,10
2024-2025,2024,1056,Educació Infantil,Grau,UB,Pau/cfgs/FP,9.064,Barcelona,180
2024-2025,2024,4994,Infermeria,Grau,URV,Pau/cfgs/FP,10.481,el Vendrell/Vilafranca del Penedès,40
2024-2025,2024,4962,Dret / Relacions Laborals i Recursos Humans (simultaneïtat),Grau,URV,Pau/cfgs/FP,8.745,Tarragona,25
2024-2025,2024,1378,Enginyeria Biomèdica,Grau,UB,Pau/cfgs/FP,12.500,Barcelona,40
2024-2025,2024,3584,Història,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,40
2024-2025,2024,1149,Educació Primària,Grau,URV,Pau/cfgs/FP,7.128,Tortosa,40
2024-2025,2024,1114,Logopèdia,Grau,UAB,Pau/cfgs/FP,8.918,Cerdanyola del Vallès,80
2024-2025,2024,888,Publicitat i Relacions Públiques,Grau,URV,Pau/cfgs/FP,10.166,Tarragona,45
2024-2025,2024,1400,Fisioteràpia,Grau,UdL,Pau/cfgs/FP,10.117,Lleida,25
2024-2025,2024,5178,Audiologia General,Grau,UVic-UCC,Pau/cfgs/FP,5.000,Vic,60
2024-2025,2024,928,Ciències Polítiques i de l'Administració,Grau,UPF,Pau/cfgs/FP,8.360,Barcelona,140
2024-2025,2024,4110,Enginyeria en Sistemes Audiovisuals,Grau,UPF,Pau/cfgs/FP,8.036,Barcelona,55
2024-2025,2024,3434,Administració i Direcció d'Empreses (Campus Manresa),Grau,UVic-UCC,Pau/cfgs/FP,5.000,Manresa,50
2024-2025,2024,5016,Geografia i Canvi Global,Grau,UB,Pau/cfgs/FP,5.146,Barcelona,50
2024-2025,2024,4704,Enginyeria Ambiental,Grau,UPC,Pau/cfgs/FP,7.425,Barcelona/Castelldefels,60
2024-2025,2024,890,Biotecnologia,Grau,URV,Pau/cfgs/FP,10.514,Tarragona,40
2024-2025,2024,1172,Treball Social,Grau,UdL,Pau/cfgs/FP,6.776,Lleida,80
2024-2025,2024,3226,Enginyeria de Sistemes de Telecomunicació / Enginyeria Telemàtica (inclou xarxes i Internet) (agrupació),Grau,UPC,Pau/cfgs/FP,7.667,Castelldefels,80
2024-2025,2024,1193,Gestió i Administració Pública,Grau,UB,Pau/cfgs/FP,7.600,Barcelona,80
2024-2025,2024,4931,Estudis d'Anglès i de Clàssiques,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,30
2024-2025,2024,4919,Relacions Laborals i Recursos Humans,Grau,URV,Pau/cfgs/FP,7.322,Tarragona,65
2024-2025,2024,880,Musicologia,Grau,UAB,Pau/cfgs/FP,7.660,Cerdanyola del Vallès,60
2024-2025,2024,4498,Educació Infantil / Educació Primària (pla de millora de la formació inicial de Mestre - 5 anys) (simultaneïtat),Grau,UdL,Pau/cfgs/FP,9.278,Lleida,35
2024-2025,2024,2682,Educació Infantil / Educació Primària (pla de millora de la formació inicial de Mestre - 5 anys) (simultaneïtat),Grau,URV,Pau/cfgs/FP,7.994,Tarragona,30
2024-2025,2024,3251,"Arquitectura, Estudis d'",Grau,UPC,Pau/cfgs/FP,9.516,Barcelona,342
2024-2025,2024,1418,Enginyeria Elèctrica,Grau,URV,Pau/cfgs/FP,6.332,Tarragona,50
2024-2025,2024,875,Criminologia,Grau,UAB,Pau/cfgs/FP,9.764,Cerdanyola del Vallès,65
2024-2025,2024,4561,Traducció i Interpretació -Anglès-,Grau,UPF,Pau/cfgs/FP,5.000,Barcelona,85
2024-2025,2024,4910,Economia,Grau,UB,Pau/cfgs/FP,9.238,Barcelona,300
2024-2025,2024,1030,Enginyeria de Sistemes Audiovisuals,Grau,UPC,Pau/cfgs/FP,6.494,Terrassa,60
2024-2025,2024,1031,Enginyeria de Tecnologia i Disseny Tèxtil / Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria Química (agrupació),Grau,UPC,Pau/cfgs/FP,8.146,Terrassa,270
2024-2025,2024,995,Ciències Ambientals,Grau,UdG,Pau/cfgs/FP,6.894,Girona,60
2024-2025,2024,4918,"Direcció i Gestió d'Empreses en l'Àmbit Digital ""ESIC""",Grau,URV,Pau/cfgs/FP,5.000,Barcelona,70
2024-2025,2024,4057,"Disseny i Producció de Videojocs / Enginyeria Informàtica de Gestió i Sistemes d'Informació ""Tecnocampus"" (simultaneïtat)",Grau,UPF,Pau/cfgs/FP,5.000,Mataró,30
2024-2025,2024,1197,Física / Matemàtiques (simultaneïtat),Grau,UAB,Pau/cfgs/FP,13.438,Cerdanyola del Vallès,20
2024-2025,2024,1143,Dret,Grau,URV,Pau/cfgs/FP,8.536,Tarragona,135
2024-2025,2024,4932,Estudis d'Anglès i Espanyol,Grau,UAB,Pau/cfgs/FP,5.882,Cerdanyola del Vallès,30
2024-2025,2024,1000,Educació Primària,Grau,UdG,Pau/cfgs/FP,9.178,Girona,80
2024-2025,2024,1408,Treball Social,Grau,UdG,Pau/cfgs/FP,7.362,Girona,60
2024-2025,2024,4972,Història,Grau,UdG,Pau/cfgs/FP,5.000,Girona,55
2024-2025,2024,1456,Enginyeria Informàtica,Grau,UPC,Pau/cfgs/FP,10.410,Barcelona,360
2024-2025,2024,5082,Estudis Socioculturals de Gènere,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,60
2024-2025,2024,908,Bioquímica,Grau,UAB,Pau/cfgs/FP,11.342,Cerdanyola del Vallès,60
2024-2025,2024,5130,"Ciberseguretat ""ENTI""",Grau,UB,Pau/cfgs/FP,6.242,Barcelona,40
2024-2025,2024,4207,Ciència i Enginyeria de Dades,Grau,UPC,Pau/cfgs/FP,12.428,Barcelona,50
2024-2025,2024,1571,Enginyeria Electrònica Industrial i Automàtica,Grau,UPC,Pau/cfgs/FP,8.538,Barcelona/Sant Adrià de Besòs,135
2024-2025,2024,842,Comunicació Audiovisual,Grau,UPF,Pau/cfgs/FP,11.614,Barcelona,80
2024-2025,2024,4825,Estudis Anglesos,Grau,UAB,Pau/cfgs/FP,6.093,Cerdanyola del Vallès,80
2024-2025,2024,1953,Enginyeria Biomèdica,Grau,UPF,Pau/cfgs/FP,12.286,Barcelona,40
2024-2025,2024,897,Teràpia Ocupacional (presencial / semipresencial),Grau,UVic-UCC,Pau/cfgs/FP,5.000,Vic,40
2024-2025,2024,1166,Educació Infantil,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,90
2024-2025,2024,988,"Turisme ""Mediterrani""",Grau,UdG,Pau/cfgs/FP,5.000,Barcelona,100
2024-2025,2024,1142,Finances i Comptabilitat,Grau,URV,Pau/cfgs/FP,6.196,Reus,115
2024-2025,2024,4973,Comunicació Cultural,Grau,UdG,Pau/cfgs/FP,5.000,Girona,50
2024-2025,2024,5131,"Direcció i Gestió Gastronòmica ""Barcelona Culinary Hub""",Grau,UB,Pau/cfgs/FP,5.000,L'Hospitalet de Llobregat,40
2024-2025,2024,5128,"Ciències Culinàries i Gastronòmiques ""CETT""",Grau,UB,Pau/cfgs/FP,5.000,Barcelona,80
2024-2025,2024,1412,Enginyeria Informàtica,Grau,UdG,Pau/cfgs/FP,8.350,Girona,100
2024-2025,2024,3239,Criminologia / Dret (simultaneïtat),Grau,UdG,Pau/cfgs/FP,10.056,Girona,15
2024-2025,2024,5033,Arqueologia,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,60
2024-2025,2024,921,Ciències Ambientals,Grau,UB,Pau/cfgs/FP,9.232,Barcelona,60
2024-2025,2024,884,Educació Social,Grau,URV,Pau/cfgs/FP,8.104,Tarragona,55
2024-2025,2024,1364,Medicina,Grau,UAB,Pau/cfgs/FP,12.586,Cerdanyola del Vallès,385
2024-2025,2024,1095,Gestió Aeronàutica,Grau,UAB,Pau/cfgs/FP,8.124,Sabadell,65
2024-2025,2024,4872,Educació Primària (modalitat Bilingüe),Grau,UdL,Pau/cfgs/FP,7.448,Lleida,30
2024-2025,2024,4339,Ciències Biomèdiques,Grau,UB,Pau/cfgs/FP,12.304,Barcelona/L'Hospitalet de Llobregat,165
2024-2025,2024,2068,Administració i Direcció d'Empreses (docència en Anglès),Grau,UAB,Pau/cfgs/FP,10.416,Cerdanyola del Vallès,70
2024-2025,2024,3435,Educació Infantil (Campus Manresa),Grau,UVic-UCC,Pau/cfgs/FP,5.000,Manresa,40
2024-2025,2024,4956,Economia / Estadística (simultaneïtat),Grau,UB,Pau/cfgs/FP,11.398,Barcelona,20
2024-2025,2024,5146,"Administració i Direcció d'Empreses i Transformació de Negocis ""Centre Universitari EAE""",Grau,UdL,Pau/cfgs/FP,5.000,Barcelona,150
2024-2025,2024,2685,Educació Infantil / Educació Primària (pla de millora de la formació inicial de Mestre - 5 anys) (menció en Llengua Anglesa) (simultaneïtat),Grau,UVic-UCC,Pau/cfgs/FP,5.000,Vic,40
2024-2025,2024,4761,Història,Grau,URV,Pau/cfgs/FP,5.178,Tarragona,45
2024-2025,2024,892,Biotecnologia,Grau,UVic-UCC,Pau/cfgs/FP,5.000,Vic,50
2024-2025,2024,4979,Filosofia,Grau,UdG,Pau/cfgs/FP,5.000,Girona,35
2024-2025,2024,3470,Enginyeria de Sistemes Aeroespacials,Grau,UPC,Pau/cfgs/FP,11.212,Castelldefels,120
2024-2025,2024,4985,"Enginyeria en Tecnologies Industrials, Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial)",Grau,UPC,Pau/cfgs/FP,9.158,Terrassa,180
2024-2025,2024,1046,Matemàtiques,Grau,UPC,Pau/cfgs/FP,12.816,Barcelona,75
2024-2025,2024,953,Llengua i Literatura Hispàniques,Grau,URV,Pau/cfgs/FP,5.000,Tarragona,40
2024-2025,2024,4750,Comunicació Audiovisual / Gestió d'Informació i Documentació Digital (simultaneïtat),Grau,UB,Pau/cfgs/FP,10.276,Barcelona,20
2024-2025,2024,1002,"Negocis i Màrqueting Internacionals - Bachelor in International Business and Marketing ""ESCI""",Grau,UPF,Pau/cfgs/FP,8.704,Barcelona,100
2024-2025,2024,944,Psicologia,Grau,UdG,Pau/cfgs/FP,9.785,Girona,80
2024-2025,2024,3240,Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica (simultaneïtat),Grau,URV,Pau/cfgs/FP,9.042,Tarragona,10
2024-2025,2024,1566,Administració i Direcció d'Empreses / Dret (simultaneïtat),Grau,UAB,Pau/cfgs/FP,10.506,Cerdanyola del Vallès,80
2024-2025,2024,1009,Criminologia i Polítiques Públiques de Prevenció,Grau,UPF,Pau/cfgs/FP,9.356,Barcelona,60
2024-2025,2024,4703,"Enginyeria d'Automoció ""EU Salesiana de Sarrià""",Grau,UAB,Pau/cfgs/FP,7.030,Barcelona,50
2024-2025,2024,3993,Filologia Catalana i Estudis Occitans,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,20
2024-2025,2024,1419,Nutrició Humana i Dietètica,Grau,URV,Pau/cfgs/FP,7.308,Reus,85
2024-2025,2024,1064,Odontologia,Grau,UB,Pau/cfgs/FP,12.496,L'Hospitalet de Llobregat,120
2024-2025,2024,1357,"Arts i Disseny ""Massana""",Grau,UAB,Pau/cfgs/FP,5.000,Barcelona,95
2024-2025,2024,1403,Turisme,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,35
2024-2025,2024,1068,Química,Grau,UB,Pau/cfgs/FP,9.673,Barcelona,180
2024-2025,2024,5210,"Empresa, Innovació i Tecnologia / Màrqueting, Innovació i Tecnologia ""EUNCET"" (Campus Terrassa) (presencial) (simultaneïtat)",Grau,UPC,Pau/cfgs/FP,5.000,Terrassa,35
2024-2025,2024,4838,Intel·ligència Artificial,Grau,UPC,Pau/cfgs/FP,11.786,Barcelona,50
2024-2025,2024,1106,Educació Primària,Grau,UAB,Pau/cfgs/FP,10.157,Cerdanyola del Vallès,180
2024-2025,2024,4865,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria Química / Enginyeria de Recursos Minerals i el seu Reciclatge (agrupació),Grau,UPC,Pau/cfgs/FP,7.058,Manresa,180
2024-2025,2024,1360,Química,Grau,UAB,Pau/cfgs/FP,9.396,Cerdanyola del Vallès,120
2024-2025,2024,4637,"Màrqueting ""ESIC"" (docència en Anglès)",Grau,URV,Pau/cfgs/FP,5.000,Barcelona,45
2024-2025,2024,4705,Òptica i Optometria,Grau,UPC,Pau/cfgs/FP,7.787,Terrassa,90
2024-2025,2024,927,Economia,Grau,UPF,Pau/cfgs/FP,10.722,Barcelona,170
2024-2025,2024,3238,Ciències Polítiques i de l'Administració / Dret (simultaneïtat),Grau,UdG,Pau/cfgs/FP,9.408,Girona,15
2024-2025,2024,1008,Estudis Internacionals d'Economia i Empresa - International Business Economics (docència en Anglès),Grau,UPF,Pau/cfgs/FP,12.544,Barcelona,90
2024-2025,2024,3563,Infermeria (Campus Clínic),Grau,UB,Pau/cfgs/FP,11.976,Barcelona,135
2024-2025,2024,2276,Dret / Gestió i Administració Pública (simultaneïtat),Grau,UB,Pau/cfgs/FP,10.094,Barcelona,24
2024-2025,2024,4635,Administració i Direcció d'Empreses / Sociologia (simultaneïtat),Grau,UB,Pau/cfgs/FP,10.022,Barcelona,20
2024-2025,2024,5083,"Disseny, Animació i Art Digital",Grau,UPC,Pau/cfgs/FP,9.360,Terrassa,40
2024-2025,2024,5187,Filologia Catalana / Filologia Hispànica (simultaneïtat),Grau,UdG,Pau/cfgs/FP,5.000,Girona,10
2024-2025,2024,4934,Estudis de Català i Espanyol,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,30
2024-2025,2024,3526,Disseny i Desenvolupament de Videojocs,Grau,UdG,Pau/cfgs/FP,7.736,Girona,40
2024-2025,2024,5214,"Empresa, Innovació i Tecnologia / Màrqueting, Innovació i Tecnologia ""EUNCET"" (Campus 22@) (presencial) (simultaneïtat)",Grau,UPC,Pau/cfgs/FP,5.000,Barcelona,35
