num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2024S005677,2024-02-09,14:00:00,PLAZA. REPUBLICA DE CHILE / AVDA. SENECA,0,9,Moncloa - Aravaca,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,437753,4476225,false,false
2024S005800,2024-02-16,13:41:00,CALL. JOSE ORTEGA Y GASSET / CALL. MONTESA,79,4,Salamanca,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,3,Ingreso superior a 24 horas,442962,4475676,false,false
2024S005803,2024-02-16,14:50:00,"GTA. PUENTE DE SEGOVIA, 3",3,10,Latina,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438584,4473974,false,false
2024S005809,2024-02-16,14:57:00,CALL. PRINCESA / CALL. HILARION ESLAVA,70,7,Chamberí,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,439193,4475918,false,false
2024S005820,2024-02-16,14:30:00,AVDA. BUENOS AIRES / AVDA. ENTREVIAS,1,13,Puente De Vallecas,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,444572,4469793,false,false
2024S005820,2024-02-16,14:30:00,AVDA. BUENOS AIRES / AVDA. ENTREVIAS,1,13,Puente De Vallecas,Alcance,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,444572,4469793,false,false
2024S005841,2024-02-16,20:00:00,"AVDA. DAROCA, 104",104,15,Ciudad Lineal,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,,,446432,4474439,false,false
2024S005864,2024-02-16,22:14:00,"CALL. GRAN VIA, 74",74,1,Centro,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,439780,4474928,true,false
2024S006143,2024-02-18,10:28:00,"AVDA. BRUSELAS, 51",51,4,Salamanca,Alcance,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,443744,4476633,false,false
2024S006154,2024-02-18,14:40:00,CALL. SAN BERNARDO / CALL. SAN VICENTE FERRER,57,1,Centro,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,3,Ingreso superior a 24 horas,440023,4475291,false,false
2024S006173,2024-02-18,20:40:00,CMNO. PERALES / CALL. PERALEJO,110,12,Usera,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,441518,4469381,false,false
2024S006175,2024-02-18,19:40:00,CALL. GENERAL RICARDOS / CALL. RADIO,101,11,Carabanchel,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,438501,4471615,false,false
2024S006330,2024-02-20,20:40:00,GTA. PUERTA DE TOLEDO / CALL. TOLEDO,1,1,Centro,Atropello a persona,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439593,4473089,false,false
2024S006330,2024-02-20,20:40:00,GTA. PUERTA DE TOLEDO / CALL. TOLEDO,1,1,Centro,Atropello a persona,Despejado,Bicicleta,Peatón,De 70 a 74 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,439593,4473089,false,false
2024S006336,2024-02-20,19:45:00,"CALL. ATOCHA, 115",115,1,Centro,Alcance,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,441066,4473517,false,false
2024S006399,2024-02-21,18:00:00,"CALL. O'DONNELL, 6",6,3,Retiro,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,442400,4474772,false,false
2024S006450,2024-02-22,10:15:00,CALL. PRINCIPE DE VERGARA / CALL. CARTAGENA,140,5,Chamartín,Alcance,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,442471,4477293,false,false
2024S006483,2024-02-22,17:00:00,"AVDA. MANZANARES, 106",106,11,Carabanchel,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1,Atención en urgencias sin posterior ingreso,438956,4472351,false,false
2024S006576,2024-02-23,15:20:00,AVDA. DEMOCRACIA / AVDA. ALBUFERA,3,13,Puente De Vallecas,Caída,Lluvia débil,Bicicleta,Conductor,De 45 a 49 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,446918,4470462,false,false
2024S006666,2024-02-23,18:42:00,CALL. DRACENA / CALL. MAESTRO LASSALLE,11,5,Chamartín,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442954,4479376,false,false
2024S006667,2024-02-23,16:55:00,CALL. FELIPE IV / CALL. RUIZ DE ALARCON,4,3,Retiro,Colisión fronto-lateral,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441336,4474076,false,false
2024S006991,2024-02-24,16:50:00,"CALL. FERNAN GONZALEZ, 65",65,3,Retiro,Colisión lateral,,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,442763,4474336,false,false
2024S006992,2024-02-24,20:40:00,CALL. VILLAVICIOSA / CALL. CARBALLINO,51,10,Latina,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,434719,4472181,false,false
2024S007049,2024-02-24,12:45:00,"CMNO. ROMEROS, 0",0,9,Moncloa - Aravaca,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,,,437450,4474990,false,false
2024S007128,2024-02-26,08:50:00,"CALL. ALBERTO AGUILERA, 1",1,1,Centro,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,440012,4475688,false,false
2024S007136,2024-02-25,14:15:00,"CALL. BRAVO MURILLO, 384",384,6,Tetuán,Colisión lateral,Nublado,Bicicleta,Conductor,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,441477,4479666,false,false
2024S007196,2024-02-27,07:15:00,AVDA. ANDES / AUTOV. M-40,52,16,Hortaleza,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,1,Atención en urgencias sin posterior ingreso,447606,4478736,false,false
2024S007273,2024-02-27,20:00:00,"CALL. HULLA, 22",22,17,Villaverde,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,442632,4465763,false,false
2024S007273,2024-02-27,20:00:00,"CALL. HULLA, 22",22,17,Villaverde,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Pasajero,De 6 a 9 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,442632,4465763,false,false
2024S007275,2024-02-27,21:00:00,RONDA. TOLEDO / CALL. GASOMETRO,14,2,Arganzuela,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,439895,4473070,false,false
2024S007321,2024-02-28,14:52:00,"GTA. PIRAMIDES, 2",2,2,Arganzuela,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439591,4472352,false,false
2024S007401,2024-02-29,16:10:00,CALL. BENITA LOPEZ / CALL. ENCARNACION OVIOL,27,17,Villaverde,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,441444,4466863,false,false
2024S007425,2024-02-29,20:43:00,"CALL. PRINCESA, 41",41,9,Moncloa - Aravaca,Colisión múltiple,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,439310,4475657,false,false
2024S007430,2024-02-29,20:50:00,"CALL. GENOVA, 27",27,7,Chamberí,Colisión lateral,,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,,,441253,4475284,false,false
2024S007691,2024-03-02,14:00:00,"AVDA. ALBUFERA, 9",9,13,Puente De Vallecas,Alcance,Lluvia débil,Bicicleta,Conductor,De 18 a 20 años,Hombre,,,443295,4472127,false,false
2024S007713,2024-03-02,18:50:00,CALL. MARCELO USERA / CALL. FERROVIARIOS,65,12,Usera,Colisión lateral,Lluvia débil,Bicicleta,Conductor,De 30 a 34 años,Mujer,2,Ingreso inferior o igual a 24 horas,440144,4470827,false,false
2024S007725,2024-03-02,20:58:00,CALL. GOYA / CALL. PRINCIPE DE VERGARA,42,4,Salamanca,Alcance,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,442340,4475145,false,false
2024S007928,2024-03-03,13:20:00,CALLE FORGES,19,19,Vicálvaro,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,448992,4472923,false,false
2024S008101,2024-03-04,21:45:00,"CALL. JORGE JUAN, 83",83,4,Salamanca,Colisión fronto-lateral,,Bicicleta,Conductor,De 25 a 29 años,Hombre,,,442701,4474968,false,false
2024S008105,2024-03-04,22:45:00,"CALL. SERRANO, 48",48,4,Salamanca,Choque contra obstáculo fijo,Nublado,Bicicleta,Conductor,De 30 a 34 años,Hombre,,,441686,4475401,false,false
2024S008117,2024-03-05,08:45:00,CALLE GOLONDRINA - CALLE BRUJULA,26,9,Moncloa - Aravaca,Colisión fronto-lateral,,Bicicleta,Conductor,De 10 a 14 años,Mujer,,,433419,4478605,false,false
2024S008128,2024-03-05,12:10:00,"PASEO. DELICIAS, 18",18,2,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441158,4473046,false,false
2024S008159,2024-03-05,18:20:00,CALL. MATEO INURRIA / CALL. DANIEL,19,5,Chamartín,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441970,4479820,false,false
2024S008192,2024-03-06,08:30:00,CALL. ARMADA ESPAÑOLA / CALL. SERRANO,2,4,Salamanca,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,2,Ingreso inferior o igual a 24 horas,441584,4475056,false,false
2024S008251,2024-03-06,20:45:00,"CALL. VALDERREBOLLO, 30",30,18,Villa De Vallecas,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,446720,4469203,false,false
2024S008255,2024-03-06,21:30:00,"CALL. LEIZARAN, 24",24,5,Chamartín,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,442179,4477705,true,false
2024S008258,2024-03-06,22:45:00,CALL. EDGAR NEVILLE / CALL. BASILICA,20,6,Tetuán,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440909,4477833,true,false
2024S008287,2024-03-07,10:40:00,"CALL. LEONESES, 19",19,13,Puente De Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,445061,4470284,false,false
2024S008339,2024-03-07,19:40:00,"CALL. RIBERA DE CURTIDORES, 11",11,1,Centro,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,3,Ingreso superior a 24 horas,439985,4473430,false,false
2024S008339,2024-03-07,19:40:00,"CALL. RIBERA DE CURTIDORES, 11",11,1,Centro,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Peatón,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,439985,4473430,false,false
2024S008385,2024-03-08,08:35:00,IDB. RONDA SUR / AVDA. GLORIETAS,0,13,Puente De Vallecas,Colisión frontal,Lluvia débil,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,443782,4469490,false,false
2024S008391,2024-03-08,10:48:00,CALL. VALLEHERMOSO / CALL. CEA BERMUDEZ,79,7,Chamberí,Caída,Lluvia débil,Bicicleta,Conductor,De 55 a 59 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,439928,4476676,false,false
2024S008479,2024-03-08,22:00:00,"CALL. PEDRO RICO, 45",45,8,Fuencarral - El Pardo,Caída,LLuvia intensa,Bicicleta EPAC (pedaleo asistido),Conductor,De 15 a 17 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440539,4481569,false,false
2024S008607,2024-03-09,12:00:00,PASEO. DELICIAS / CALL. PALOS DE LA FRONTERA,42,2,Arganzuela,Alcance,Nublado,Bicicleta,Conductor,De 30 a 34 años,Mujer,,,441131,4472716,false,false
2024S008942,2024-03-11,15:16:00,"CALL. CASTILLA, 27",27,6,Tetuán,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,440113,4478292,false,false
2024S009049,2024-03-12,16:40:00,CALL. VALENCIA DE DON JUAN / CALL. GINZO DE LIMIA,1,8,Fuencarral - El Pardo,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,1,Atención en urgencias sin posterior ingreso,440063,4481806,false,false
2024S009115,2024-03-13,11:45:00,"RONDA. ATOCHA, 1",1,2,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441110,4473194,false,false
2024S009120,2024-03-13,12:50:00,CALL. CASTIELLO DE JACA / CALL. ISABEL COLBRAND,18,8,Fuencarral - El Pardo,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442506,4484551,false,false
2024S009311,2024-03-15,16:35:00,CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO,553,20,San Blas - Canillejas,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,,,447656,4477173,false,false
2024S009328,2024-03-14,20:05:00,"CALL. SAN BERNARDO, 45",45,1,Centro,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,439993,4475062,false,false
2024S009412,2024-03-16,12:13:00,CALL. GAVILANES / CALL. ARROYOFRESNO,6,8,Fuencarral - El Pardo,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437315,4481150,false,false
2024S009415,2024-03-16,11:45:00,"CALL. CEA BERMUDEZ, 2",2,7,Chamberí,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,440188,4476695,false,false
2024S009639,2024-03-17,13:00:00,"CTRA. M-612, 4100S",4100S,8,Fuencarral - El Pardo,Caída,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,437100,4484479,false,false
2024S009639,2024-03-17,13:00:00,"CTRA. M-612, 4100S",4100S,8,Fuencarral - El Pardo,Caída,Despejado,Bicicleta,Peatón,De 30 a 34 años,Mujer,14,Sin asistencia sanitaria,437100,4484479,false,false
2024S009694,2024-03-18,10:45:00,"AVDA. MANZANARES, 86",86,11,Carabanchel,Alcance,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,,,438796,4472412,false,false
2024S009731,2024-03-17,22:05:00,CALL. ALBERTO AGUILERA / CALL. PRINCESA,39,1,Centro,Atropello a persona,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,439272,4475789,false,false
2024S009731,2024-03-17,22:05:00,CALL. ALBERTO AGUILERA / CALL. PRINCESA,39,1,Centro,Atropello a persona,Despejado,Bicicleta,Peatón,De 65 a 69 años,Mujer,2,Ingreso inferior o igual a 24 horas,439272,4475789,false,false
2024S009735,2024-03-18,18:20:00,"PASEO. OLMOS, 26",26,2,Arganzuela,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,439692,4472784,false,false
2024S009967,2024-03-19,20:05:00,CALL. SINESIO DELGADO / AVDA. ASTURIAS,15,6,Tetuán,Alcance,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,3,Ingreso superior a 24 horas,440525,4480535,false,false
2024S009984,2024-03-20,08:30:00,CALL. BERNARDINO OBREGON / CALL. JUAN SEBASTIAN ELCANO,12,2,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,440583,4472881,false,false
2024S010010,2024-03-20,11:25:00,CALL. JOSE ARCONES GIL / CALL. FRANCISCO LARGO CABALLERO,93A,15,Ciudad Lineal,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,446492,4474980,false,false
2024S010171,2024-03-21,08:40:00,PASEO. CAMOENS Y VALERO / CALL. FRANCISCO Y JACINTO ALCANTARA,10,9,Moncloa - Aravaca,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,438554,4475727,false,false
2024S010182,2024-03-21,12:22:00,AVDA. PESETA / CALL. SALVADOR ALLENDE,63,11,Carabanchel,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,,,435693,4468269,false,false
2024S010265,2024-03-21,13:40:00,PASEO. PUERTA DEL ANGEL / CALL. TORRE,3,9,Moncloa - Aravaca,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,437991,4474107,false,false
2024S010272,2024-03-22,11:50:00,"PASEO. CHOPERA, 41",41,2,Arganzuela,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 10 a 14 años,Hombre,2,Ingreso inferior o igual a 24 horas,440669,4471714,false,false
2024S010294,2024-03-22,18:10:00,CALL. CASTILLO DE CANDANCHU / CALL. VILLAVA,2,8,Fuencarral - El Pardo,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442624,4483443,false,false
2024S010574,2024-03-23,11:40:00,GLORIETA,14,9,Moncloa - Aravaca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,437634,4474537,false,false
2024S010574,2024-03-23,11:40:00,GLORIETA,14,9,Moncloa - Aravaca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437634,4474537,false,false
2024S010582,2024-03-23,17:10:00,PARQUE FORESTAL DE VICALVARO,74,19,Vicálvaro,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Mujer,2,Ingreso inferior o igual a 24 horas,449651,4473169,false,false
2024S010618,2024-03-23,20:49:00,"CALL. CARABANCHEL BAJO, 29",29,11,Carabanchel,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,1,Atención en urgencias sin posterior ingreso,436500,4469561,false,false
2024S010621,2024-03-23,21:40:00,"CALL. RIOS ROSAS, 8",8,7,Chamberí,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,440372,4477068,false,false
2024S010796,2024-03-24,21:20:00,PLAZA. EMPERADOR CARLOS V / -----,3,2,Arganzuela,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441304,4473335,true,false
2024S010900,2024-03-26,15:10:00,"CALL. NAVAMURES, 19",19,18,Villa De Vallecas,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 30 a 34 años,Mujer,1,Atención en urgencias sin posterior ingreso,446935,4469184,false,false
2024S010905,2024-03-25,21:40:00,CALL. VIRIATO / CALL. SANTA ENGRACIA,42,7,Chamberí,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 21 a 24 años,Hombre,2,Ingreso inferior o igual a 24 horas,440697,4476363,false,false
2024S010907,2024-03-26,16:15:00,CALL. SAN HILARIO / CALL. NECTAR,1,20,San Blas - Canillejas,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,1,Atención en urgencias sin posterior ingreso,448362,4477265,false,false
2024S010949,2024-03-27,10:00:00,PASEO. PRADO / CALL. CLAUDIO MOYANO,1,3,Retiro,Caída,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,441268,4473467,false,false
2024S011258,2024-03-28,18:30:00,CALL. ADOLFO BIOY CASARES / CALL. ALTO DEL RETIRO,9,18,Villa De Vallecas,Alcance,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,Desconocido,Hombre,14,Sin asistencia sanitaria,449261,4469090,false,false
2024S011264,2024-03-28,14:35:00,"CALL. SEGOVIA, 21",21,1,Centro,Colisión lateral,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439459,4473938,false,false
2024S011273,2024-03-28,23:05:00,CALL. ARROYO OPAÑEL / CALL. SOLANA DE OPAÑEL,26,11,Carabanchel,Atropello a persona,LLuvia intensa,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438961,4471069,false,false
2024S011273,2024-03-28,23:05:00,CALL. ARROYO OPAÑEL / CALL. SOLANA DE OPAÑEL,26,11,Carabanchel,Atropello a persona,LLuvia intensa,Bicicleta EPAC (pedaleo asistido),Peatón,De 50 a 54 años,Mujer,2,Ingreso inferior o igual a 24 horas,438961,4471069,false,false
2024S011947,2024-03-31,15:20:00,"CALL. LOPEZ GRASS, 11",11,13,Puente De Vallecas,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443946,4471957,false,false
2024S011958,2024-03-31,19:08:00,PLAZA. ENCUENTRO / CALL. ARROYO DE LAS PILILLAS,1A,14,Moratalaz,Alcance,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,2,Ingreso inferior o igual a 24 horas,444741,4473006,false,false
2024S011975,2024-04-01,08:30:00,"CALL. SERRANO, 36",36,4,Salamanca,Caída,Lluvia débil,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,441661,4475223,false,false
2024S011984,2024-04-01,12:29:00,METRO. PLAZA ELIPTICA / AVDA. OPORTO,0,11,Carabanchel,Colisión fronto-lateral,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,439113,4470744,false,false
